1,-123.3691744,48.43109888
2,-123.361975,48.4322636
3,-123.3620818,48.43252669
4,-123.3618138,48.43284373
5,-123.3623258,48.43293304
6,-123.3671146,48.433923
7,-123.3671245,48.43418031
8,-123.3629713,48.43545297
9,-123.3629929,48.43538171
10,-123.3629398,48.43525826
11,-123.3629379,48.43547005
12,-123.3631153,48.43544556
13,-123.3658324,48.4360193
14,-123.3660486,48.43640878
15,-123.3655589,48.43614417
16,-123.3695406,48.43094979
17,-123.3695159,48.43024418
18,-123.3696783,48.4301209
19,-123.3695468,48.43026447
20,-123.3694893,48.43109823
21,-123.3695263,48.4311406
22,-123.3694986,48.43111982
23,-123.3695281,48.43114561
24,-123.3695993,48.43133634
25,-123.3623518,48.43543195
26,-123.362359,48.43543175
27,-123.3624327,48.43538677
28,-123.3624785,48.43538173
29,-123.3625549,48.43525352
30,-123.3625459,48.43495109
31,-123.3625235,48.43475978
32,-123.3671153,48.43449594
33,-123.3671283,48.43482244
34,-123.3711079,48.43648139
35,-123.3613471,48.43344625
36,-123.3613083,48.43373663
37,-123.3612538,48.43419813
38,-123.3613653,48.43415206
39,-123.3650593,48.43115849
40,-123.3650608,48.43115358
41,-123.364363,48.43032307
42,-123.3646447,48.4303604
43,-123.3646393,48.43036106
44,-123.3645901,48.43110406
45,-123.3643188,48.43116589
46,-123.367059,48.432615
47,-123.3647242,48.43245209
48,-123.3647204,48.43235073
49,-123.3695461,48.43008759
50,-123.3694759,48.43011337
51,-123.369474,48.43010653
52,-123.3697285,48.43020809
53,-123.3657267,48.4357896
54,-123.3658069,48.43602963
55,-123.3653657,48.4358039
56,-123.3653316,48.43577043
57,-123.3654521,48.43600772
58,-123.3657476,48.43649128
59,-123.3656525,48.43632024
60,-123.3659095,48.43618833
61,-123.3657336,48.43578745
62,-123.3660331,48.43641211
63,-123.3659441,48.43634594
64,-123.3656538,48.43635525
65,-123.3657283,48.4364594
66,-123.3657609,48.43656939
67,-123.3659242,48.43618475
68,-123.3627638,48.43543181
69,-123.3627652,48.43540009
70,-123.3547365,48.43518905
71,-123.3548055,48.43517325
72,-123.3547562,48.43504173
73,-123.3544696,48.43503952
74,-123.3672584,48.43029821
75,-123.3707194,48.43651214
76,-123.3708696,48.43652759
77,-123.3647488,48.4331066
78,-123.3646376,48.43276073
79,-123.3644326,48.43246321
80,-123.3644273,48.43246329
81,-123.3647182,48.43227989
82,-123.3643651,48.43272191
83,-123.3644028,48.43349256
84,-123.3644071,48.43337556
85,-123.364472,48.43382729
86,-123.3647692,48.43372805
87,-123.3647644,48.43372806
88,-123.3647683,48.43363091
89,-123.3647124,48.43220831
90,-123.3647181,48.4322079
91,-123.3643954,48.43281601
92,-123.3647442,48.43310666
93,-123.3647527,48.43317781
94,-123.3647466,48.43317805
95,-123.3644579,48.43318274
96,-123.3644518,48.43318271
97,-123.364738,48.43267743
98,-123.3647257,48.43252438
99,-123.3647305,48.43252474
100,-123.3647284,48.43260491
101,-123.3647335,48.43260492
102,-123.3647993,48.43270322
103,-123.3647394,48.43295217
104,-123.3647453,48.43295214
105,-123.3647973,48.43282338
106,-123.3644388,48.43267598
107,-123.3644329,48.43261408
